image_path,caption_en,caption_ne
nepali_dresses_augmented/daura_suruwal/1.jpg,"A man wearing a white linen kurt. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","यो दाउरा-सुरुवाल हो, परम्परागत रूपमा नेपालभरि पुरुषहरूले लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/10.jpg,"A man in a white shirt and black vest standing with his hands together. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","दाउरा-सुरुवाल, नेपालभरका पुरुषहरूले परम्परागत रूपमा लगाउने राष्ट्रिय पोशाक हो। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/100.jpg,"A group of people sitting on chairs in a room. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","एक कोठामा कुर्सीमा बस्ने मानिसहरूको समूह। यो दाउरा-सुरुवाल हो, नेपालभरि पुरुषहरूले परम्परागत रूपमा लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/100_aug1.jpg,"A group of people sitting on chairs in a room. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","एक कोठामा कुर्सीमा बस्ने मानिसहरूको समूह। यो दाउरा-सुरुवाल हो, नेपालभरि पुरुषहरूले परम्परागत रूपमा लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/100_aug2.jpg,"A group of people sitting on chairs in a room. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","एक कोठामा कुर्सीमा बस्ने मानिसहरूको समूह। यो दाउरा-सुरुवाल हो, नेपालभरि पुरुषहरूले परम्परागत रूपमा लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/101.jpg,"A man wearing a light blue kurta. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","हल्का नीलो कुर्ता लगाउने एक पुरुष। यो दाउरा-सुरुवाल हो, नेपाल भरिका पुरुषहरूले परम्परागत रूपमा लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/101_aug1.jpg,"A man wearing a light blue kurta. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","हल्का नीलो कुर्ता लगाउने एक पुरुष। यो दाउरा-सुरुवाल हो, नेपाल भरिका पुरुषहरूले परम्परागत रूपमा लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/101_aug2.jpg,"A man wearing a light blue kurta. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","हल्का नीलो कुर्ता लगाउने एक पुरुष। यो दाउरा-सुरुवाल हो, नेपाल भरिका पुरुषहरूले परम्परागत रूपमा लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/102.jpg,"A white shirt and pants with a black collar. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","एक सेतो शर्ट र कालो कॉलरको साथ प्यान्ट। यो दाउरा-सुरुवाल हो, परम्परागत रूपमा नेपाल भरिका पुरुषहरूले लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/102_aug1.jpg,"A white shirt and pants with a black collar. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","एक सेतो शर्ट र कालो कॉलरको साथ प्यान्ट। यो दाउरा-सुरुवाल हो, परम्परागत रूपमा नेपाल भरिका पुरुषहरूले लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/102_aug2.jpg,"A white shirt and pants with a black collar. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","एक सेतो शर्ट र कालो कॉलरको साथ प्यान्ट। यो दाउरा-सुरुवाल हो, परम्परागत रूपमा नेपाल भरिका पुरुषहरूले लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
nepali_dresses_augmented/daura_suruwal/103.jpg,"A man in a red and gold outfit. This is the Daura-Suruwal, the national dress traditionally worn by men across Nepal. It is commonly worn during festivals, weddings, and official cultural occasions.","रातो र सुनको पोशाकमा एक पुरुष। यो दाउरा-सुरुवाल हो, परम्परागत रूपमा नेपालभरि पुरुषहरूले लगाउने राष्ट्रिय पोशाक। यो सामान्यतया उत्सव, विवाह, र आधिकारिक सांस्कृतिक अवसरहरूमा लगाइन्छ।"
