image_path,caption_en,caption_ne
nepali_dresses_augmented/gunyo_cholo/1.jpg,"A group of girls in pink dresses walking down the street. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","गुन्यो-चोलो, नेपाली केटी र महिलाले लगाउने परम्परागत पोशाक हो। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug1.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug10.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug2.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug3.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug4.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug5.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug6.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug7.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug8.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/10_aug9.jpg,"A red jacket with yellow and red flowers. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","पहेलो र रातो फूलको साथ रातो ज्याकेट। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug1.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug10.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug2.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug3.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug4.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug5.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug6.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug7.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug8.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/11_aug9.jpg,"Two women in red dresses are dancing together. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","दुई महिला रातो पोशाकमा सँगै नाच्दैछन्। यो गुन्यो-चोलो हो, एक परम्परागत पोशाक जुन नेपाली केटीहरू र महिलाहरूले लगाउँछन्। यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ।"
nepali_dresses_augmented/gunyo_cholo/12.jpg,"A little girl in traditional dress holding a flower. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","परम्परागत पोशाकमा एउटा सानो केटीले फूल पकडेर । यो गुन्यो-चोलो हो, नेपाली केटी र महिलाले लगाउने परम्परागत पोशाक । यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ ।"
nepali_dresses_augmented/gunyo_cholo/12_aug1.jpg,"A little girl in traditional dress holding a flower. This is the Gunyo-Cholo, a traditional dress worn by Nepali girls and women. It is often worn during coming-of-age ceremonies and cultural celebrations.","परम्परागत पोशाकमा एउटा सानो केटीले फूल पकडेर । यो गुन्यो-चोलो हो, नेपाली केटी र महिलाले लगाउने परम्परागत पोशाक । यो प्रायः वयस्कता समारोह र सांस्कृतिक उत्सवहरूमा लगाइन्छ ।"
